u,index,original,predicted_stage3,stage4_valid,reduced_tokens,text
5,3952,1,1,0,text money text contact text,Eres un ganador. Has sido seleccionado especialmente. 2. Recibe £1000 en efectivo o unas vacaciones 4* (vuelos incluidos). Habla con un operador en vivo. 2. Reclama 0871277810710p/min (18).
5,3976,1,1,0,caps text caps caps text caps text caps text contact,BONIFICACIÓN ESPECIAL HMV Se ganarán 500 libras de vales HMV genuinos. Simplemente responda 4 preguntas sencillas. ¡Reproducir ahora! Enviar HMV al 86688 Más información:www.100percent-real.com
5,3988,1,1,0,caps caps text caps text caps text contact,MENSAJE GRATIS Activa tus 500 Mensajes de Texto GRATIS respondiendo este mensaje con la palabra GRATIS Para términos y condiciones visita www.07781482378.com
5,3996,1,1,0,caps caps caps text contact text caps text,"HOT LIVE FANTASIES llame ahora al 08707509020 Solo 20 peniques por minuto NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 es una llamada con tarifa nacional"
5,4002,1,1,0,text caps caps text caps text money contact text contact text caps,"500 móviles nuevos de 2004, ¡DEBEN IRSE! Envía un mensaje de texto: NOKIA al número: 89545 y ¡recoge el tuyo hoy! Desde SÓLO £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION"
5,4017,1,1,0,caps text caps text contact text caps text contact caps text,"SERVICIOS DE SMS. Para obtener créditos de texto incluidos, vaya a www.comuk.net login= 3qxj9 cancelar la suscripción con STOP, sin cargo adicional. ayuda 08702840625.COMUK. 220-CM2 9AE"
5,4026,1,1,0,text contact text caps text caps text caps text,Hace tiempo que no sé nada de U4. Llame a 4 línea privada de chat grosero 01223585334 para correrse. Wan 2C fotos mías follándome y luego envía un mensaje de texto con PIX al 8552. 2Finalizar envío STOP 8552 SAM xxx
5,4032,1,1,0,contact text contact,449050000301 ¡Has ganado un premio de £ 2000! Para reclamar llamar al 09050000301.
5,4042,1,1,0,caps text contact text contact text,¡PRIVADO! Su estado de cuenta de 2004 para 07742676969 muestra 786 puntos de bonificación no canjeados. Para reclamar llamar al 08719180248 Código Identificador: 45239 Caduca
5,4055,1,1,0,text caps contact text caps text money text,¡Volver 2 trabajar 2morro mitad del semestre terminado! ¿Puedes U C conmigo 2nite 4 algo de pasión sexy B4 tengo 2 volver? Chatear AHORA 09099726481 Luv DENA Llamadas £1/minMobsmoreLKPOBOX177HP51FL
5,4066,1,1,0,text contact text contact,No seas flojo... ¡sé ágil y feliz! Solo servicio de chat gay con carga de fotos llamar al 08718730666 (10p/min). 2 detén nuestros mensajes de texto llama al 08712460324
5,4076,1,1,0,text contact text contact text,"¡Oferta masculina de enero! El chat gay caliente ahora es más barato, llama al 08709222922. ¡Tarifa nacional desde 1,5 p/min barato hasta 7,8 p/min máximo! Para detener los mensajes de texto llame al 08712460324 (10p/min)"
5,4088,1,1,0,text money text contact text,"¡La oferta de hoy! ¡Reclama tus vales de descuento por valor de £150! ¡Envíe SÍ al 85023 ahora! SavaMob, ¡el miembro ofrece dispositivos móviles! T Cs 08717898035. £ 3,00 Sub. dieciséis . Respuesta del sudes X"
5,4096,1,1,0,text caps text caps text caps text caps text caps text caps text caps text caps money text caps text,Cuestionario de televisión de EASTENDERS. ¿Con qué FLOR se compara DOT? D= VIOLETA E= TULIPÁN F= LIRIO texto D E o F al 84025 AHORA 4 posibilidades 2 GANAR £100 en efectivo WKENT/150P16+
5,4124,1,1,0,text caps text caps caps caps caps caps text caps text caps text,"Dorothy@kiefer.com (Bank of Granite emite Strong-Buy) SELECCIÓN EXPLOSIVA PARA NUESTROS MIEMBROS *****ARRIBA MÁS DEL 300% ************* Símbolo Nasdaq CDGT Eso es $ 5,00 por .."
5,4216,1,1,0,caps text caps text caps text caps text caps text money text,"GRATIS>Tono de llamada! Responde REAL o POLY, por ejemplo, REAL1 1. PushButton 2. DontCha 3. BabyGoodbye 4. GoldDigger 5. WeBeBurnin 1er tono GRATIS y 6 más cuando te unes por £3/semana"
5,4281,1,1,0,text caps text contact text caps contact text money text,"Felicitaciones, puedes reclamar 2 entradas VIP fila A 2 C Blu en concierto en noviembre o regalo de Blu garantizado Llama al 09061104276 para reclamar TS&C www.smsco.net costo £3.75 máx."
5,4336,1,1,0,text caps text caps caps text caps text caps text caps text money text,"¡3 TEXTOS DE TAROT GRATIS! ¡Descubre tu vida amorosa ahora! ¡PRUÉBA 3 GRATIS! ¡Envía CHANCE al 85555 16 únicamente! Después de 3 mensajes gratis, £1,50 cada uno"
5,4346,0,1,0,text caps text caps caps caps text caps caps caps caps caps text caps text caps caps caps caps caps caps caps text caps caps text,"OH SÍ, Y QUE LO PASES MUY BIEN EN NEWQUAY. ¡ENVÍAME UNA POSTAL! 1 CUIDO A TODAS LAS CHICAS MIENTRAS ESTOY FUERA (¡SABES DE QUÉ ESTOY HABLANDO!) xx"
5,4362,1,1,0,text caps caps text caps text money text caps text contact,¡Recoge tu fin de semana de SAN VALENTÍN a PARÍS con vuelo y hotel incluidos + premio de £200 garantizado! Texto: PARIS al n°: 69101. www.rtf.sphosting.com
5,4363,1,1,0,text contact text contact contact,Bloomberg -Centro de mensajes +447797706009 ¿Por qué esperar? Solicite su futuro http://careers. www.bloomberg.com
5,4374,1,1,0,text contact text caps text money text caps text,¡Urgente! Por favor llame al 09061743811 desde teléfono fijo. Sus vacaciones ABTA en Tenerife 4* de cortesía o £5000 en efectivo en espera de cobro SAE T&Cs Box 326 CW25WX 150ppm
5,4385,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £2000 GARANTIZADO. Llamar al 09066358361 desde teléfono fijo. Reclama Y87. Válido solo 12 horas
5,4391,1,1,0,caps text money caps text contact text,¡URGENTE! Estamos intentando comunicarnos con U. El sorteo de hoy muestra que usted ganó un premio de £800 GARANTIZADO. Llamar al 09050001808 desde teléfono fijo. Reclama M95. Válido sólo 12 horas
5,4402,1,1,0,text contact text money text caps text,"¡Urgente! llamar al 09066612661 desde teléfono fijo. Sus vacaciones complementarias en Tenerife de 4* o £10,000 en efectivo esperan su cobro. Términos y condiciones de SAE PO Box 3 WA14 2PX 150ppm 18+ Remitente: Oferta de vacaciones"
5,4419,0,1,0,text caps text caps text caps text caps text caps text caps text,"Los buenos AMIGOS se CUIDAN unos a otros... Los Amigos CERCANOS SE ENTIENDEN... y los VERDADEROS Amigos PERMANECEN para siempre más allá de las palabras, más allá del tiempo. Dios ni8"
5,4454,1,1,0,text money text caps money contact text,"Moby Pub Quiz. Gana un premio de £100 en High Street si sabes quién será la nueva duquesa de Cornualles. Envíe un mensaje de texto con su nombre al 82277.unsub STOP å£1,50 008704050406 SP Arrow"
10,62,1,1,0,caps text caps caps text caps text caps text contact text money text,"TONO DE LLAMADA GRATIS envía un mensaje de texto PRIMERO al 87131 para obtener un poli o envía un mensaje de texto ¡LLEGA al 87131 para obtener un tono verdadero! ¿Ayuda? 0845 2814032 16 después del primero gratis, los tonos son 3xå£150pw para finalizar la parada de texto"
10,128,0,1,0,text caps text caps caps text caps caps caps text caps caps caps text caps text caps caps text,¿CÓMO ESTÁS? ¡TE HE EXTRAÑADO! ¡NO HE ESTADO MUCHO ABURRIDO DE LAS VACACIONES! ¡QUIERO IR A BAK 2 UNIVERSIDAD! TRISTE ¿NO? xx
10,175,0,1,0,text caps caps caps caps text caps caps caps text caps caps text caps text caps caps,MI NOCHEVIEJA ESTUVO BIEN. FUI A UNA FIESTA CON MI NOVIO. QUIEN ES ESTE SI ENTONCES HEY
10,235,0,1,0,caps caps caps caps caps text caps caps caps caps caps caps caps text caps caps caps caps text,"\ AHORA POR LLAMADA BABE. SOZI NO PUEDE HABLAR PERO QUIERO CONTARTE LOS DETALLES MÁS TARDE WENWECAN CHAT CORRECTAMENTE X \ """""
10,322,0,1,0,text caps caps caps caps text caps caps caps caps caps caps caps text caps caps caps text caps caps text caps text caps caps,"OH RITO. BUENO ESTOY CON MI MEJOR COMPAÑERO PETE, CON QUIEN SALÍ 4 A LA SEMANA+ AHORA ERA 2GEVA OTRA VEZ. HA PASADO MÁS DE UNA SEMANA."
10,501,1,1,0,caps text caps text caps text caps text caps text caps caps caps caps caps text caps text caps caps caps text caps caps caps text money text caps money,PREGUNTE A 3MOBILE SI LAS LÍNEAS DE CHAT 0870 INCLUYEN EN MINUTOS GRATIS. INDIA CUST SERVs SED SÍ. L8ER OBTUVO MEGA FACTURA. 3 NO TE IMPORTA. ALGUACIL VENCE EN DÍAS. I O å£250 3 QUIERO å£800
10,544,0,1,0,caps caps text caps text caps caps caps caps text caps text caps caps caps caps caps text caps caps caps caps caps text caps text,"HEY CHICA. ¿CÓMO ESTÁS? ¡ESPERO QUE ERES BIEN, YO Y DEL R BAK! ¡OTRA VEZ MUCHO TIEMPO NO C! DAME UNA LLAMADA SUM TIME DE LUCYxx"
10,547,0,1,0,caps text caps caps caps caps text caps caps text caps text caps caps caps text caps text caps text caps caps caps text caps caps,"\¡CHEERS U TEX PORQUE ESTABAS ABORDADO! SÍ OKDEN HUNNY R UIN WK SAT? SOUNDåÕS COMO TU HAVIN GR8FUN J! MANTÉN ACTUALIZADO CONTANDO LOTES DE LOVEME XXXXX.\"""""
10,725,0,1,0,caps text caps text caps text caps text caps text caps caps text caps text caps caps text caps,JADE SU PABLO. ¿NO ME ENVIÓ UN MENSAJE? ¿ME RECUERDAS DE BARMED? ¡QUIERO 2 HABLAR 2 U! ENVÍAME UN MENSAJE
10,745,1,1,0,caps caps caps caps text caps text money text contact text,¡ESTÁ ELEGIDO PARA RECIBIR UN PREMIO DE £350! Llame al número de reclamo 09066364311 para cobrar el premio que ha sido seleccionado para recibir como un valioso cliente móvil.
10,825,1,1,0,caps caps caps text money text contact caps text caps text,¡ALERTA HERMANO MAYOR! La computadora te ha seleccionado para recibir 10.000 en efectivo o un vale de 150 €. Llame al 09064018838. NTT PO Box CRO1327 18+ BT Línea fija El costo de los móviles de 150 ppm varía
10,1131,1,1,0,caps caps text money text contact text caps text caps text money text,"¡HAS GANADO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
10,1184,0,1,0,caps caps text caps caps caps caps text caps text caps text caps caps text caps text caps text,ASEGÚRATE DE QUE ALEX SEPA QUE SU CUMPLEAÑOS TERMINA EN QUINCE MINUTOS EN LO QUE A TÍ CONTINÚA
10,1231,1,1,0,caps text contact text money text caps text contact caps text,¡URGENTE! ¡Su número de teléfono móvil 07808726822 recibió un premio adicional de £2000 para llamadas el 09/02/03! ¡Éste es nuestro segundo intento de comunicarnos con USTED! Llama al 0871-872-9758 BOX95QU
10,1278,1,1,0,caps caps text money text contact text caps text caps text money text,"¡BIEN HECHO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
10,1292,1,1,0,text contact text caps text money text caps text money text,Número de promoción: 8714714: UR recibió un City Break y podría GANAR unas compras de verano de £200 cada semana. Envíe un mensaje de texto con TIENDA al 88039. Habilidad. TsCs087147403231Winawk!Edad16 å£1.50porWKsub
10,1379,0,1,0,caps caps caps caps text caps text caps text caps caps caps caps caps text caps caps text caps text caps caps text caps text caps caps text caps text caps,"\HOLA. LLAMA CUANDO TERMINES EL TRABAJO. ME GUSTARÍA REUNIRNOS CON TODOS ESTA TONITA YA QUE NECESITO UN DESCANSO DE DABOOKS. ¡HIZO 4 HORAS LA ÚLTIMA NOCHE + 2 HOY DE TRABAJO!\"""""
10,1564,1,1,0,caps text money text contact text caps text caps text money text,"¡¡URGENTE!! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
10,1624,1,1,0,caps caps text money text contact text caps text caps text money text,"¡HAS GANADO! Sus vacaciones de 4* en la Costa del Sol o å£5000 esperan ser recogidas. Llama al 09050090044 Ahora para Reclamar. SAE, TC s, POBox334, Stockport, SK38xh, Coste £1,50/pm, Max10mins"
10,1643,0,1,0,text caps caps caps caps caps caps caps caps caps text caps caps caps caps text caps caps caps,"\ ¡AH POBRE BEBÉ! ESPERANZA SENTIRME MEJOR AMOR! PROB QUE SOBREDOSIS DE TRABAJO OYE CUIDADO SPK 2 U SN MUCHO AMORJEN XXX.\"""""
10,1738,1,1,0,text caps caps text caps text caps text caps caps caps contact text caps text,"Envía un logo 2 ur lover - 2 nombres unidos por un corazón. Txt AMOR NOMBRE1 NOMBRE2 MOBNO, por ejemplo, AMOR ADAM EVE 07123456789 al 87077 Yahoo! POBox36504W45WQ TxtNO 4 sin anuncios 150p."
10,1782,0,1,0,caps caps caps text caps caps caps caps caps text caps caps caps text caps text caps caps text caps caps,\ MIERDA BEBÉ.. ESO ES UN POCO ERROR. YEH ELLA DEBERÍA HABÉRTELO DICHO. TE HABLARÁ MAÑANA CUANDO NO ESTÉ DURMIENDO...
10,1815,0,1,0,caps caps caps text caps text caps text caps caps text caps caps caps text caps caps caps caps,"\ALRITE HUNNY! ¿QUIERES 2 2NITE? ¡NO TERMINÉ EN EL CENTRO DE LA CIUDAD SOLO EN EL PUB! ¡JUS CHILLIN EN DA MO EN MI DORMITORIO! AMO JEN XXX.\"""""
10,1878,1,1,0,text caps text caps text caps text caps text caps text caps text caps text caps money text caps text,Cuestionario de televisión de EASTENDERS. ¿Con qué FLOR se compara DOT? D= VIOLETA E= TULIPÁN F= LIRIO texto D E o F al 84025 AHORA 4 posibilidades 2 GANAR £100 en efectivo WKENT/150P16+
10,1913,1,1,0,text caps caps text caps caps caps text caps caps text caps text caps text caps text caps text,EL SEÑOR DE LOS ANILLOS: EL REGRESO DEL REY en la tienda AHORA! RESPONDER A LOTR antes del 2 de junio 4 Oportunidad 2 GANAR CD de la banda sonora de LOTR StdTxtRate. Responde STOP para finalizar los mensajes de texto
10,1948,0,1,0,caps caps caps text caps caps text caps text caps caps caps text caps text caps text caps text,PISS ESTÁ HABLANDO ES ALGUIEN QUE SE DA CUENTA DE ESE PUNTO ESO ES. (AHORA LÉALO AL REVÉS)
10,2029,1,1,0,text caps text money text caps caps text contact contact,"Entrada gratuita al concurso semanal de gr8prizes 4. Una oportunidad de ganar el último Nokia 8800, PSP o £250 en efectivo cada semana. TXT GREAT al 80878 http//www.gr8prizes.com 08715705022"
10,2065,1,1,0,text caps contact text money text caps text money text caps,¡Una gran noticia! Llame a FREEFONE 08006344447 para reclamar su regalo garantizado de £1000 en EFECTIVO o £2000. ¡Hable con un operador en vivo AHORA!
10,2097,0,1,0,caps caps caps caps caps caps caps caps caps text caps caps caps caps caps caps text caps caps caps caps text caps text caps caps text caps,HOLA DARLIN ESPERO QUE HAYAS PASADO UNA BUENA NOCHE Desearía haber venido NO PUEDO ESPERAR PARA VERTE AMO FRAN PD: QUIERO SEXO ANAL SUCIO Y QUIERO UN GANG BANG DE 10 HOMBRES
10,2104,1,1,0,text caps caps text caps text money contact text contact text,"500 móviles nuevos de 2004, ¡DEBEN IRSE! Envía un mensaje de texto: NOKIA al número: 89545 y recoge el tuyo hoy. Desde SÓLO £1 www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18"
10,2129,0,1,0,caps caps text caps text caps caps caps caps text caps text caps caps text caps caps text caps text caps text caps caps text caps,"FRAN DECIDÍ 2 SEGUIDO EL CAMINO ESTOY COMPLETAMENTE ROTO Y DESNUDO ME LEVANTÉ COMO 3 C U 2MRW AMOR JANX P.D. ESTE ES EL FONE DE MI PAPÁ, -SIN CRÉDITO"
10,2148,0,1,0,caps caps caps caps caps text caps caps caps caps caps caps caps text caps text caps caps text caps text caps caps text,¡¡ESTOY GONNAMISSU TANTO!! ¡¡DIRIA QUE TE ENVIARÉ UNA POSTAL PERO HAY MUCHAS POSIBILIDADES DE RECORDARME YA QUE OFRECE NO ROMPER SU CONTRATO!! LUV Yaxx
10,2230,0,1,0,caps text caps text caps text caps caps text caps caps caps caps text caps caps text caps caps,"HOLA, ES JESS, NO SÉ SI ESTÁS EN EL TRABAJO PERO LLÁMAME CUANDO PUEDES, ESTOY EN CASA TODA LA NOCHE. XXX"
10,2310,1,1,0,text caps caps text caps text money contact text contact text caps text,"Nuevos móviles de 2004, ¡DEBEN IRSE! Envía un mensaje de texto: NOKIA al número: 89545 y ¡recoge el tuyo hoy! Desde SÓLO £1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCCIÓN."
10,2313,1,1,0,text caps caps text caps text caps text caps caps caps contact text caps text,"Envía un logo 2 ur lover - 2 nombres unidos por un corazón. Txt AMOR NOMBRE1 NOMBRE2 MOBNO, por ejemplo, AMOR ADAM EVE 07123456789 al 87077 Yahoo! POBox36504W45WQ TxtNO 4 sin anuncios 150p"
10,2316,0,1,0,caps caps caps text caps text caps text caps caps text caps text caps text caps caps caps caps,HOLA DARLIN TERMINO A LAS 3 ¿TU 1 2 ME RECOGER O ENCONTRARME? ENVÍA UN TEXTO A ESTE NÚMERO LUV KATE XXX
10,2430,1,1,0,text caps text caps caps text money text caps text caps text contact text caps contact text,"Has ganado boletos para la FINAL DE LA COPA EURO2004 o å£800 EN EFECTIVO, para cobrar LLAME AL 09058099801 b4190604, POBOX 7876150ppm"
10,2478,0,1,0,text caps caps caps text caps text caps caps caps text caps text caps text caps text caps caps text caps text,"¡Estoy bien, chicas, no he estado arriba por mucho tiempo! ¡VI UNA PELÍCULA DE MIEDO Y ES MUY DIVERTIDA! ¿QUIERES 2MRW POR LA TARDE? ¿EN LA CIUDAD, EL CENTRO COMERCIAL O SUMTHIN?xx"
10,2497,1,1,0,caps caps caps caps text caps text money text contact text,¡ESTÁ ELEGIDO PARA RECIBIR UN PREMIO DE £350! Llame al número de reclamo 09066364311 para cobrar el premio que ha sido seleccionado para recibir como un valioso cliente móvil.
10,2525,1,1,0,text caps contact text money text caps text money text caps,¡Una gran noticia! Llame a FREEFONE 08006344447 para reclamar su regalo garantizado de £1000 en EFECTIVO o £2000. ¡Hable con un operador en vivo AHORA!
